uniprot_domain_id_1	uniprot_domain_id_2	uniprot_domain_pair_id
29545	18663	8612
18664	29545	8613
17423	18685	8614
18683	17424	8615
18684	17424	8616
17424	18685	8617
25658	29781	8618
26886	2508	8619
2509	26886	8620
2510	26886	8621
26886	2511	8622
28076	5651	8623
28077	5651	8624
22718	16977	8625
22719	16977	8626
1532	1532	8627
1532	1533	8628
1533	1533	8629
30467	32593	8630
27033	27033	8631
27033	27034	8632
27034	27034	8633
10128	17028	8634
9971	10469	8635
501	9693	8636
500	9694	8637
501	9694	8638
502	9694	8639
500	9695	8640
9695	501	8641
502	9695	8642
500	9696	8643
501	9696	8644
502	9696	8645
25133	445	8646
24646	24646	8647
24646	24648	8648
24647	24647	8649
24648	24646	8650
24648	24648	8651
24649	24649	8652
5651	21906	8653
12201	24687	8654
31535	17159	8655
17159	31536	8656
17159	31537	8657
28076	17577	8658
28077	17577	8659
18684	25572	8660
15801	30625	8661
5828	24360	8662
20126	2991	8663
20126	2992	8664
5542	23019	8665
1385	32108	8666
1386	32108	8667
29209	18237	8668
20852	16435	8669
20852	16436	8670
20852	16437	8671
20852	16443	8672
16435	20853	8673
20853	16437	8674
20853	16443	8675
16435	20854	8676
16436	20854	8677
20854	16437	8678
20854	16443	8679
20855	16438	8680
20855	16441	8681
20855	16442	8682
20856	16439	8683
20856	16440	8684
20856	16444	8685
20856	16445	8686
20857	16439	8687
20857	16440	8688
20857	16444	8689
20857	16445	8690
20858	16438	8691
20858	16441	8692
20858	16442	8693
20859	16438	8694
20859	16441	8695
20859	16442	8696
16435	20860	8697
16436	20860	8698
20860	16437	8699
20860	16443	8700
20861	16439	8701
20861	16440	8702
20861	16444	8703
20861	16445	8704
20862	16439	8705
20862	16440	8706
20862	16444	8707
20862	16445	8708
20866	16448	8709
14264	17424	8710
14265	17424	8711
24921	3297	8712
28520	5854	8713
1718	18814	8714
1719	18814	8715
1719	18815	8716
18814	1720	8717
25064	5448	8718
13632	33021	8719
29906	27785	8720
29906	27786	8721
29907	27785	8722
29907	27786	8723
27785	29908	8724
29908	27786	8725
30399	15395	8726
32240	863	8727
863	32241	8728
32242	863	8729
32243	863	8730
9061	9061	8731
11785	26886	8732
28840	28178	8733
23957	23957	8734
23958	23957	8735
23958	23958	8736
33943	13430	8737
33947	13430	8738
28076	4460	8739
28077	4458	8740
28077	4459	8741
28077	4460	8742
4459	28079	8743
6297	5137	8744
1794	8269	8745
1795	8269	8746
31538	31538	8747
31538	31539	8748
31539	31538	8749
31539	31539	8750
7965	34184	8751
7965	34185	8752
520	27123	8753
520	27124	8754
521	27123	8755
521	27124	8756
27123	522	8757
522	27124	8758
2753	28292	8759
23017	15168	8760
28491	6429	8761
26526	15210	8762
16881	26998	8763
31938	28046	8764
13590	24901	8765
13590	24902	8766
18441	8112	8767
20715	28491	8768
19000	7143	8769
1500	20939	8770
14445	23524	8771
32719	18954	8772
9682	9682	8773
1818	19611	8774
1820	19611	8775
1821	19611	8776
1821	19612	8777
24369	25811	8778
26731	22511	8779
26731	22512	8780
22511	26732	8781
26732	22512	8782
25986	21149	8783
25987	21149	8784
14584	4585	8785
14584	4586	8786
4585	14585	8787
14585	4586	8788
10046	18632	8789
10046	18633	8790
10046	18634	8791
10046	18635	8792
18632	10047	8793
10047	18633	8794
18634	10047	8795
10047	18635	8796
9971	5353	8797
29641	11709	8798
26014	16300	8799
13590	11780	8800
22994	2639	8801
22995	2639	8802
3771	2329	8803
5249	14559	8804
10044	27951	8805
14614	21328	8806
21328	14615	8807
25864	26811	8808
8485	15675	8809
8485	15676	8810
15675	8486	8811
8486	15676	8812
4739	33091	8813
12294	13785	8814
12294	13786	8815
12295	13784	8816
26600	21846	8817
26601	21846	8818
26602	21846	8819
26603	21846	8820
26604	21846	8821
14353	8951	8822
8951	14354	8823
8951	14355	8824
24288	961	8825
24288	962	8826
24288	963	8827
24288	964	8828
965	24288	8829
23365	14695	8830
23364	14696	8831
23365	14696	8832
14696	23366	8833
1877	15361	8834
1878	15361	8835
500	33424	8836
501	33424	8837
502	33424	8838
500	7127	8839
501	7127	8840
502	7127	8841
17553	24854	8842
27149	449	8843
27149	450	8844
9427	5283	8845
4481	15736	8846
4482	15735	8847
15736	4482	8848
4482	15737	8849
2992	926	8850
14353	17159	8851
17159	14354	8852
17159	14355	8853
9944	21685	8854
22720	14185	8855
22721	14185	8856
14185	22722	8857
14185	22723	8858
13590	25093	8859
25094	13590	8860
23374	17435	8861
23375	17435	8862
8259	16103	8863
8260	16103	8864
8261	16103	8865
8262	16103	8866
14505	14505	8867
19335	16977	8868
7365	7365	8869
11429	6930	8870
4811	27718	8871
13673	13673	8872
9573	7673	8873
9574	7673	8874
2625	1275	8875
13632	29505	8876
8900	16112	8877
29910	7083	8878
30431	1332	8879
30431	1334	8880
30431	1335	8881
11328	8791	8882
8792	11328	8883
11328	8793	8884
11328	8796	8885
11329	8791	8886
8792	11329	8887
11329	8793	8888
11329	8796	8889
30279	7913	8890
21408	4444	8891
8537	21966	8892
21966	8538	8893
21966	8539	8894
17553	18217	8895
27534	27097	8896
27535	27098	8897
3232	3232	8898
3232	3233	8899
3233	3232	8900
3233	3233	8901
30467	28854	8902
17448	13859	8903
31334	10736	8904
19054	4178	8905
19055	4178	8906
19056	4178	8907
32359	863	8908
32360	863	8909
862	32361	8910
32361	863	8911
16392	16392	8912
33393	33394	8913
33394	33395	8914
8064	8064	8915
8064	8065	8916
8064	8066	8917
8065	8064	8918
8065	8065	8919
8065	8066	8920
8066	8064	8921
8066	8065	8922
8066	8066	8923
33091	28104	8924
28105	33091	8925
15410	4677	8926
15410	4678	8927
33112	27002	8928
27003	33112	8929
2081	9385	8930
7183	24808	8931
7184	24809	8932
34103	29431	8933
21122	6268	8934
21122	6270	8935
21122	6271	8936
32535	33424	8937
32536	33424	8938
32537	33424	8939
28356	12719	8940
19352	4279	8941
4279	19353	8942
19352	4280	8943
4280	19353	8944
21906	16648	8945
1946	26291	8946
1948	26291	8947
15368	4686	8948
33903	5254	8949
9971	25115	8950
29538	28714	8951
25396	6061	8952
25396	6062	8953
31922	7143	8954
31923	7145	8955
9710	11471	8956
29673	12370	8957
29673	12371	8958
8112	10782	8959
1757	1757	8960
1758	1758	8961
22267	29896	8962
18684	17798	8963
5624	32151	8964
5411	6167	8965
5413	6169	8966
7763	14703	8967
15801	8947	8968
13388	12035	8969
30399	12035	8970
16937	14953	8971
15182	20457	8972
13440	19308	8973
13441	19308	8974
32535	22603	8975
32536	22603	8976
32537	22603	8977
26273	11044	8978
17250	5471	8979
17639	5442	8980
17640	5442	8981
849	759	8982
779	849	8983
781	849	8984
28781	30424	8985
15297	16518	8986
15298	16518	8987
10507	6552	8988
28295	28128	8989
14594	31499	8990
33098	8064	8991
33098	8065	8992
33098	8066	8993
22244	13342	8994
25982	12545	8995
8252	19217	8996
501	26998	8997
29102	9741	8998
29102	9742	8999
29103	9741	9000
29103	9742	9001
23019	11939	9002
11192	14554	9003
17143	10439	9004
26997	16113	9005
26998	16113	9006
6830	13185	9007
9064	32036	9008
5450	29089	9009
9372	16518	9010
23879	23881	9011
23880	23881	9012
23881	23881	9013
4073	16988	9014
28502	25191	9015
10044	30152	9016
760	6607	9017
6608	760	9018
6609	760	9019
7314	32517	9020
22266	12781	9021
22267	12781	9022
12781	22268	9023
22266	12782	9024
22267	12782	9025
12782	22268	9026
6094	6228	9027
6228	6097	9028
6229	6097	9029
31138	13185	9030
25668	23977	9031
500	4677	9032
501	4677	9033
502	4677	9034
500	4678	9035
501	4678	9036
502	4678	9037
32535	5651	9038
32536	5651	9039
5650	32537	9040
32537	5651	9041
21517	25589	9042
33286	1723	9043
1723	33287	9044
22722	33233	9045
16206	15490	9046
16207	15490	9047
5075	15490	9048
5076	15490	9049
4318	15490	9050
4319	15490	9051
3458	3458	9052
27817	19042	9053
21465	1701	9054
21466	1701	9055
21467	1701	9056
30792	11333	9057
30792	11334	9058
6422	29431	9059
16244	629	9060
17696	9302	9061
16831	8251	9062
16831	8252	9063
14864	1217	9064
6644	5545	9065
5367	8465	9066
21700	33732	9067
3250	31854	9068
14353	7807	9069
7807	14354	9070
7807	14355	9071
7808	14354	9072
34104	5442	9073
34105	5442	9074
16528	19279	9075
28906	29906	9076
28906	29907	9077
28906	29908	9078
29906	28907	9079
28907	29907	9080
28907	29908	9081
2330	18925	9082
500	18569	9083
501	18569	9084
502	18569	9085
31142	31142	9086
13632	12683	9087
10918	1821	9088
32803	24336	9089
17714	23661	9090
30717	33410	9091
30718	33410	9092
10484	25051	9093
24653	25051	9094
10021	16904	9095
25982	30717	9096
25982	30718	9097
27534	27534	9098
27535	27535	9099
12449	12449	9100
16831	32829	9101
14236	30019	9102
25064	29505	9103
23229	15178	9104
9962	32451	9105
9962	32452	9106
23365	16112	9107
23364	16113	9108
23365	16113	9109
16113	23366	9110
9971	29997	9111
20220	31122	9112
20220	926	9113
33276	33276	9114
254	3232	9115
254	3233	9116
4031	19415	9117
4033	19416	9118
5411	5411	9119
5413	5413	9120
28106	28106	9121
6112	6112	9122
26810	30773	9123
27046	4686	9124
14037	11290	9125
14043	11290	9126
14044	11290	9127
34074	32451	9128
34074	32452	9129
20724	20724	9130
25810	14354	9131
14353	25811	9132
25811	14354	9133
25811	14355	9134
26411	26411	9135
26411	26412	9136
26412	26411	9137
26412	26412	9138
2876	2876	9139
12057	24340	9140
12059	24342	9141
13186	21464	9142
10136	24608	9143
29541	13590	9144
29542	13590	9145
13590	29545	9146
5075	11310	9147
641	2708	9148
2708	642	9149
643	2708	9150
419	8811	9151
33891	33891	9152
33893	33893	9153
31154	29454	9154
22062	16112	9155
18763	25406	9156
32240	22103	9157
32240	22104	9158
32240	22105	9159
32242	22103	9160
32242	22104	9161
32242	22105	9162
32243	22103	9163
22104	32243	9164
32243	22105	9165
3771	12051	9166
5075	27002	9167
26465	26465	9168
26466	26466	9169
31944	22524	9170
31282	3066	9171
29032	29032	9172
24641	17479	9173
17479	24643	9174
2543	31140	9175
2543	31141	9176
500	11002	9177
11002	501	9178
502	11002	9179
500	11003	9180
501	11003	9181
502	11003	9182
500	11004	9183
501	11004	9184
502	11004	9185
10712	31140	9186
10712	31141	9187
17714	10128	9188
9429	30942	9189
9429	30943	9190
9432	30943	9191
9433	30943	9192
9261	25000	9193
25185	25185	9194
25185	25186	9195
25186	25185	9196
25186	25186	9197
17507	17507	9198
33507	16988	9199
9013	27274	9200
3292	10333	9201
3292	10334	9202
17444	15677	9203
15678	17444	9204
20762	18469	9205
20763	18469	9206
8490	3967	9207
10279	17415	9208
14511	28673	9209
28285	32121	9210
17771	26828	9211
7477	7763	9212
8098	33225	9213
15278	22795	9214
8098	7104	9215
8098	1891	9216
26278	26811	9217
21122	6237	9218
13392	13392	9219
27011	32975	9220
27012	32975	9221
14861	16164	9222
15889	3296	9223
3841	2893	9224
26411	23665	9225
26411	23666	9226
26412	23665	9227
26412	23666	9228
5249	1790	9229
1794	12370	9230
1794	12371	9231
1795	12370	9232
1795	12371	9233
1796	12372	9234
12372	1797	9235
8099	16152	9236
16154	8102	9237
30696	22840	9238
22841	30696	9239
30697	22840	9240
16992	26811	9241
22754	22754	9242
29482	18403	9243
29482	18404	9244
29482	18405	9245
18403	29483	9246
29483	18404	9247
29483	18405	9248
18403	29484	9249
18404	29484	9250
18405	29484	9251
18403	29485	9252
18404	29485	9253
18405	29485	9254
19730	13099	9255
12273	12273	9256
4263	6727	9257
6727	4264	9258
4265	6727	9259
32703	28028	9260
28029	32703	9261
19786	25390	9262
25390	19787	9263
1346	17159	9264
17159	1347	9265
5542	32511	9266
32512	5542	9267
1621	7936	9268
1621	7937	9269
17334	14538	9270
23746	25851	9271
8583	33716	9272
28638	18307	9273
18307	28639	9274
24340	11290	9275
27788	3295	9276
27788	3301	9277
1755	3809	9278
32250	30717	9279
32250	30718	9280
32251	30717	9281
32251	30718	9282
8949	27002	9283
27003	8949	9284
556	14581	9285
18723	18723	9286
18723	18724	9287
18724	18724	9288
22511	12158	9289
22511	12159	9290
12158	22512	9291
22512	12159	9292
3470	26291	9293
3841	863	9294
23724	19415	9295
2754	31628	9296
28060	25167	9297
1718	31396	9298
1718	31397	9299
1718	31398	9300
1719	31395	9301
31396	1719	9302
1719	31397	9303
31398	1719	9304
31396	1720	9305
31397	1720	9306
31398	1720	9307
21408	14538	9308
21408	32878	9309
7407	10215	9310
10423	4891	9311
5541	5843	9312
5542	5844	9313
32625	28457	9314
28458	32625	9315
5070	24594	9316
5070	24595	9317
28229	30486	9318
28230	30486	9319
11669	33259	9320
4676	27063	9321
4676	27064	9322
27065	4676	9323
27066	4676	9324
31219	24653	9325
21997	14079	9326
21998	14079	9327
22000	14079	9328
22001	14079	9329
22002	14079	9330
22003	14079	9331
3247	3247	9332
3248	3248	9333
25578	29431	9334
30836	26562	9335
12500	25982	9336
18455	18454	9337
21711	21806	9338
33207	33272	9339
28178	2618	9340
34122	6167	9341
34124	6169	9342
12487	9026	9343
9026	12488	9344
3470	16988	9345
32241	20937	9346
29401	5413	9347
823	6621	9348
31397	25572	9349
3250	11194	9350
24852	32457	9351
8525	9550	9352
15971	27293	9353
15972	27293	9354
4963	1992	9355
4964	1992	9356
6873	6873	9357
16424	30462	9358
16425	30463	9359
7314	26616	9360
15715	33017	9361
4985	14885	9362
18751	18751	9363
220	6761	9364
6762	220	9365
10247	8832	9366
17626	23019	9367
12718	12718	9368
26440	10959	9369
11002	2893	9370
18683	1755	9371
1756	18683	9372
1755	18684	9373
1755	18685	9374
33	30394	9375
13999	33732	9376
21242	24319	9377
14340	14340	9378
14340	14341	9379
14341	14341	9380
9064	28562	9381
1223	20601	9382
77	15004	9383
17455	8426	9384
21488	21328	9385
21489	21328	9386
32893	19301	9387
19301	32894	9388
19301	32896	9389
32893	19303	9390
32894	19303	9391
29660	17117	9392
23724	34037	9393
23724	34038	9394
23724	34039	9395
33317	33317	9396
33595	33153	9397
33596	33153	9398
33595	33154	9399
33596	33154	9400
33595	33155	9401
33596	33155	9402
33595	33156	9403
33596	33156	9404
9921	8225	9405
9921	8226	9406
8225	9922	9407
9922	8226	9408
5635	24197	9409
12797	12797	9410
12798	12798	9411
12799	12799	9412
12800	12800	9413
11195	11195	9414
11196	11196	9415
7809	7673	9416
7810	7673	9417
18836	16612	9418
26997	14696	9419
26998	14696	9420
7807	11939	9421
7808	11939	9422
15379	31642	9423
31855	31855	9424
31855	31857	9425
31857	31855	9426
31857	31857	9427
14511	5442	9428
29354	31535	9429
29355	31535	9430
29356	31535	9431
29357	31535	9432
13395	7875	9433
22073	16988	9434
10329	16809	9435
16809	12179	9436
30265	27470	9437
30266	27470	9438
17884	20006	9439
20007	17884	9440
17884	20008	9441
17884	20009	9442
20005	17885	9443
17885	20006	9444
20007	17885	9445
20008	17885	9446
17885	20009	9447
17886	20005	9448
17886	20006	9449
17886	20008	9450
17886	20009	9451
20005	17887	9452
17887	20006	9453
20007	17887	9454
17887	20009	9455
20005	17888	9456
20006	17888	9457
20007	17888	9458
20008	17888	9459
17888	20009	9460
16153	16153	9461
16154	16154	9462
15446	17590	9463
15447	17591	9464
31392	5477	9465
31393	5477	9466
5477	31394	9467
5477	31395	9468
5478	31395	9469
31396	5478	9470
5478	31397	9471
31398	5478	9472
2410	33105	9473
12386	16988	9474
30717	4478	9475
30718	4478	9476
14445	11025	9477
30265	14240	9478
30266	14240	9479
31984	27420	9480
31985	27420	9481
17821	1549	9482
17821	1550	9483
17822	1549	9484
17822	1550	9485
17823	1549	9486
17823	1550	9487
17824	1549	9488
17824	1550	9489
7389	33732	9490
13388	30468	9491
27529	11094	9492
27529	11095	9493
11094	27530	9494
27530	11095	9495
13688	24451	9496
8098	12852	9497
1223	2618	9498
22726	22726	9499
455	15346	9500
7632	21328	9501
7633	21328	9502
13280	16988	9503
864	17938	9504
4564	32767	9505
4564	32768	9506
4564	32769	9507
4564	32770	9508
4565	32767	9509
32768	4565	9510
4565	32769	9511
4565	32770	9512
4566	32767	9513
32768	4566	9514
4566	32769	9515
4566	32770	9516
33903	3504	9517
17329	20937	9518
16972	16972	9519
16636	31922	9520
22856	22857	9521
22856	22858	9522
22857	22858	9523
22858	22858	9524
13590	1876	9525
6278	21283	9526
6279	21283	9527
2510	26267	9528
2510	26268	9529
4983	26998	9530
23104	17507	9531
23105	17507	9532
23466	23466	9533
23466	23467	9534
23467	23466	9535
23467	23467	9536
33317	22676	9537
15278	8376	9538
14302	5442	9539
14303	5442	9540
5650	22268	9541
22266	5651	9542
22267	5651	9543
5651	22268	9544
18681	17736	9545
17455	9554	9546
6447	26616	9547
28553	28491	9548
28554	28491	9549
28555	28491	9550
28491	28556	9551
2114	23812	9552
21762	18827	9553
30392	17714	9554
3816	6270	9555
3816	6271	9556
3817	6270	9557
3817	6271	9558
3819	6270	9559
3819	6271	9560
15155	27274	9561
32536	15620	9562
15620	32537	9563
21389	19236	9564
21389	19237	9565
9672	33751	9566
4455	33542	9567
30153	5359	9568
5359	30154	9569
30153	5360	9570
30154	5360	9571
18287	6725	9572
18288	6725	9573
21517	3365	9574
15278	27013	9575
15278	2761	9576
26111	17328	9577
2463	4433	9578
2463	4434	9579
13486	13486	9580
13486	13487	9581
13487	13487	9582
27885	32804	9583
23392	28128	9584
1086	32535	9585
34152	18614	9586
6021	6021	9587
34086	8652	9588
3817	4392	9589
13186	27228	9590
20754	26856	9591
2596	15265	9592
4775	5558	9593
4775	5559	9594
5558	4776	9595
4776	5559	9596
14801	14801	9597
14801	14802	9598
14802	14801	9599
14802	14802	9600
22028	24411	9601
22029	24411	9602
20985	20985	9603
20986	20986	9604
20987	20986	9605
20987	20987	9606
22159	30633	9607
9971	5542	9608
7208	19767	9609
7208	19768	9610
7208	19769	9611
7208	19770	9612
7208	19771	9613
7208	19772	9614
7208	19773	9615
7208	19774	9616
33287	286	9617
287	33287	9618
288	33287	9619
289	33287	9620
8870	8870	9621
8871	8870	9622
8871	8871	9623
12019	17728	9624
28634	28634	9625
11002	31395	9626
31396	11002	9627
11002	31397	9628
31398	11002	9629
31396	11003	9630
31397	11003	9631
31398	11003	9632
31396	11004	9633
31397	11004	9634
31398	11004	9635
29084	1302	9636
17626	16977	9637
22681	22681	9638
4775	10023	9639
10023	4776	9640
28676	15414	9641
30015	30015	9642
10023	17728	9643
16457	26291	9644
25699	1725	9645
17328	920	9646
930	8420	9647
931	8420	9648
24936	17593	9649
17596	24936	9650
30265	30265	9651
30265	30266	9652
30266	30265	9653
30266	30266	9654
12602	12602	9655
12603	12603	9656
12603	12604	9657
12604	12604	9658
30489	17479	9659
15278	30646	9660
862	29020	9661
13910	13910	9662
9064	24411	9663
21465	18184	9664
21466	18184	9665
21467	18184	9666
24854	18217	9667
3817	926	9668
11190	3640	9669
3817	31122	9670
9205	21464	9671
10959	32108	9672
10960	32108	9673
33350	20803	9674
33351	20803	9675
20803	33353	9676
14236	8781	9677
26291	25810	9678
34034	34034	9679
15591	31277	9680
14166	15294	9681
15295	14166	9682
14166	15296	9683
14166	15298	9684
15294	14167	9685
15296	14167	9686
7638	7638	9687
14970	18581	9688
28663	19311	9689
28663	19312	9690
19313	28663	9691
19314	28663	9692
28664	19311	9693
28664	19312	9694
28664	19313	9695
28664	19314	9696
11797	9672	9697
2885	2885	9698
3211	3211	9699
3212	3212	9700
9290	4775	9701
12201	15684	9702
24150	28673	9703
13280	5442	9704
24396	30394	9705
10225	10225	9706
23364	5542	9707
23365	5542	9708
5542	23366	9709
1980	1980	9710
10046	31042	9711
10046	31043	9712
31042	10047	9713
31043	10047	9714
31396	12781	9715
31397	12781	9716
31398	12781	9717
31396	12782	9718
31397	12782	9719
31398	12782	9720
5957	8465	9721
15793	15793	9722
2719	2719	9723
2719	2720	9724
2720	2720	9725
2721	2720	9726
2721	2721	9727
2722	2722	9728
17793	17793	9729
17793	17796	9730
17797	17793	9731
17798	17793	9732
17796	17794	9733
17796	17795	9734
17796	17796	9735
17797	17796	9736
17797	17797	9737
17797	17798	9738
17798	17798	9739
10579	14771	9740
29729	33042	9741
29729	33043	9742
29730	33042	9743
29730	33043	9744
27695	15802	9745
31393	26291	9746
31394	26291	9747
22718	22718	9748
22719	22718	9749
22719	22719	9750
14236	23019	9751
20220	30264	9752
9064	5335	9753
24449	24449	9754
24449	24450	9755
24450	24449	9756
24450	24450	9757
24451	24451	9758
24632	19840	9759
17143	711	9760
7067	926	9761
26417	26417	9762
24795	21906	9763
17427	28714	9764
12951	12951	9765
12952	12952	9766
5624	13791	9767
10215	27002	9768
27003	10215	9769
6515	3295	9770
6515	3301	9771
14746	15297	9772
14746	14746	9773
13632	14445	9774
18483	19279	9775
14524	9878	9776
8951	1408	9777
15278	3023	9778
15278	6551	9779
28076	4359	9780
28077	4359	9781
500	25115	9782
501	25115	9783
502	25115	9784
17237	32936	9785
17237	32937	9786
17238	32936	9787
17238	32937	9788
16937	17837	9789
21122	17327	9790
21122	17328	9791
21122	17329	9792
4966	4966	9793
4967	4967	9794
4967	4968	9795
4968	4968	9796
7414	14861	9797
20603	14861	9798
10130	21243	9799
17384	6637	9800
6637	17385	9801
17384	12062	9802
17385	12062	9803
18814	8729	9804
27842	3217	9805
2331	33105	9806
19060	19060	9807
19060	19061	9808
19061	19061	9809
25071	22789	9810
26296	15780	9811
26297	15780	9812
22789	2005	9813
17451	11709	9814
23254	32600	9815
23255	32600	9816
23256	32600	9817
38	26291	9818
28234	21498	9819
28234	21499	9820
31455	27125	9821
1718	11002	9822
11002	1719	9823
11002	1720	9824
1718	11003	9825
1719	11003	9826
11003	1720	9827
1718	11004	9828
1719	11004	9829
11004	1720	9830
8487	8487	9831
8489	8489	9832
7344	2561	9833
28840	2032	9834
18218	18218	9835
17008	15729	9836
17008	15730	9837
17009	15729	9838
17009	15730	9839
28634	662	9840
6228	25243	9841
25243	6229	9842
20765	32372	9843
20766	32373	9844
25204	5624	9845
24504	5442	9846
24505	5442	9847
32081	23019	9848
27679	27679	9849
27680	27680	9850
1978	2670	9851
24250	5448	9852
4564	4564	9853
4564	4565	9854
4564	4566	9855
4565	4565	9856
4565	4566	9857
4566	4565	9858
4566	4566	9859
4567	4567	9860
2931	7148	9861
14166	518	9862
18683	5478	9863
18684	5478	9864
5478	18685	9865
13999	7730	9866
13999	7731	9867
13999	7732	9868
13999	7733	9869
32535	863	9870
32536	863	9871
862	32537	9872
32537	863	9873
8536	4891	9874
8997	8997	9875
8997	8998	9876
8998	8998	9877
8999	8999	9878
22526	27384	9879
22526	27385	9880
17327	29997	9881
17328	29997	9882
29997	17329	9883
33403	26364	9884
31257	28356	9885
27627	29077	9886
27627	29078	9887
10045	14908	9888
4464	14861	9889
21498	23661	9890
21499	23661	9891
29441	1526	9892
19323	19323	9893
10021	8323	9894
32537	27085	9895
22002	5376	9896
22003	5376	9897
29653	29653	9898
29591	15302	9899
2414	5442	9900
7741	16648	9901
21286	8791	9902
8792	21286	9903
21286	8793	9904
21286	8796	9905
21287	8791	9906
8792	21287	9907
21287	8793	9908
21287	8796	9909
29906	29687	9910
29687	29907	9911
29687	29908	9912
27712	18836	9913
12620	19400	9914
13186	26236	9915
11161	11161	9916
11161	11162	9917
11162	11161	9918
11162	11162	9919
500	31396	9920
500	31397	9921
500	31398	9922
501	31395	9923
31396	501	9924
501	31397	9925
31398	501	9926
502	31396	9927
502	31397	9928
502	31398	9929
13186	14251	9930
5613	32600	9931
5614	32600	9932
5615	32600	9933
29541	19647	9934
29542	19647	9935
19647	29545	9936
16521	23582	9937
16522	23582	9938
16521	23583	9939
23583	16522	9940
25982	19386	9941
10025	17056	9942
9745	4079	9943
4079	9746	9944
26539	26539	9945
17277	17277	9946
17277	17278	9947
28502	34148	9948
27029	10469	9949
6278	26236	9950
6279	26236	9951
21149	15007	9952
21150	15009	9953
21149	15010	9954
9309	816	9955
9310	817	9956
2276	5957	9957
3754	13186	9958
3755	13186	9959
10755	19447	9960
28077	5478	9961
5478	28079	9962
16521	9061	9963
9061	16522	9964
5249	5249	9965
8179	18746	9966
22445	22445	9967
6408	8465	9968
27098	4686	9969
17988	1549	9970
17988	1550	9971
17989	1549	9972
17989	1550	9973
17990	1549	9974
17990	1550	9975
5067	5067	9976
5067	5068	9977
5068	5067	9978
5068	5068	9979
30065	7148	9980
26726	20279	9981
26726	20280	9982
5117	5548	9983
5117	5549	9984
24273	4891	9985
10952	28791	9986
20806	29895	9987
29896	20806	9988
15278	32710	9989
14456	10068	9990
14456	10069	9991
14456	10070	9992
14457	10068	9993
14457	10069	9994
14457	10070	9995
14458	10068	9996
14458	10069	9997
14458	10070	9998
17159	25877	9999
25878	17159	10000
25879	17159	10001
15007	26291	10002
26291	15008	10003
26291	15009	10004
15010	26291	10005
16847	2660	10006
651	4031	10007
26726	3880	10008
26726	3881	10009
13186	18688	10010
5314	33073	10011
32488	27274	10012
16300	1526	10013
31454	8170	10014
31454	8171	10015
8170	31455	10016
31455	8171	10017
26937	680	10018
13647	11340	10019
21700	15301	10020
4779	8721	10021
20005	15342	10022
15343	20005	10023
20005	15344	10024
20005	15345	10025
15341	20006	10026
20006	15342	10027
15343	20006	10028
15344	20006	10029
20006	15345	10030
20007	15341	10031
20007	15342	10032
20007	15344	10033
20007	15345	10034
15341	20008	10035
20008	15342	10036
15343	20008	10037
20008	15345	10038
15341	20009	10039
15342	20009	10040
15343	20009	10041
15344	20009	10042
20009	15345	10043
21136	31854	10044
15295	17940	10045
15295	17941	10046
19351	17940	10047
19351	17941	10048
500	28077	10049
28077	501	10050
501	28079	10051
502	28077	10052
32537	21402	10053
6012	9136	10054
6014	9138	10055
22028	32036	10056
22029	32036	10057
25147	15593	10058
25147	15594	10059
10045	19428	10060
7365	22456	10061
30390	21797	10062
9906	9906	10063
22718	15399	10064
22719	15399	10065
13155	25036	10066
32341	1299	10067
500	9146	10068
501	9146	10069
502	9146	10070
20786	2330	10071
19351	34064	10072
26291	13080	10073
13081	26291	10074
13082	26291	10075
33269	32413	10076
33269	32414	10077
32413	33270	10078
33270	32414	10079
16878	11002	10080
16880	11002	10081
16881	11002	10082
16881	11003	10083
16881	11004	10084
19756	24411	10085
2738	24990	10086
2738	24991	10087
2738	24992	10088
2739	24990	10089
2739	24991	10090
2739	24992	10091
27529	26782	10092
27529	26783	10093
26782	27530	10094
27530	26783	10095
32535	29538	10096
29535	32536	10097
29537	32536	10098
32536	29538	10099
29538	32537	10100
500	18814	10101
18814	501	10102
502	18814	10103
501	18815	10104
25811	33225	10105
5535	1233	10106
10968	10128	10107
10971	10128	10108
16988	25810	10109
5037	30553	10110
30553	5038	10111
17267	14539	10112
17267	14540	10113
17267	14541	10114
17267	32879	10115
17267	32880	10116
17267	32881	10117
4950	5978	10118
9302	6268	10119
6270	9302	10120
6271	9302	10121
24327	13843	10122
24328	13843	10123
25667	24032	10124
25535	6956	10125
6637	26046	10126
26941	17819	10127
23364	9971	10128
9971	23365	10129
9971	23366	10130
8750	3839	10131
8750	3840	10132
3839	8751	10133
8751	3840	10134
23901	19246	10135
10329	12179	10136
17475	26641	10137
17478	26641	10138
17479	26640	10139
17479	26641	10140
30058	32227	10141
33046	9704	10142
20602	7413	10143
20602	7414	10144
7413	20603	10145
20603	7414	10146
5541	29121	10147
18073	16904	10148
3571	33264	10149
3571	33265	10150
3571	33266	10151
33264	3572	10152
3572	33265	10153
3572	33266	10154
33264	3573	10155
33265	3573	10156
33264	3574	10157
33265	3574	10158
17013	23229	10159
31467	149	10160
31468	149	10161
31469	149	10162
31467	150	10163
31468	150	10164
31469	150	10165
11291	6096	10166
32535	395	10167
32535	396	10168
32535	397	10169
395	32536	10170
32536	396	10171
32536	397	10172
395	32537	10173
396	32537	10174
32537	397	10175
11176	29741	10176
11386	16992	10177
11388	16992	10178
